,Genome,Rank,Count,Hamming_distance,Match
3997,G902388795,Class,261,3,False
3998,G902388795,Order,251,5,True
3999,G902388795,Family,249,2,False
4000,G902388795,Class,238,2,False
4001,G902388795,Phylum,216,4,False
4002,G902388795,Genus,212,0,True
4003,G902388795,Order,196,2,True
4004,G902388795,Phylum,191,3,False
4005,G902388795,Order,189,1,True
4006,G902388795,Order,169,4,False
4007,G902388795,Order,158,3,False
4008,G902388795,Phylum,154,2,False
4009,G902388795,Family,144,1,False
4010,G902388795,Order,137,2,False
4011,G902388795,Class,111,1,False
4012,G902388795,Phylum,109,2,True
4013,G902388795,Phylum,108,1,False
4014,G902388795,Phylum,98,1,True
4015,G902388795,Phylum,80,4,True
4016,G902388795,Phylum,78,5,True
4017,G902388795,Phylum,78,3,True
4018,G902388795,Order,44,1,False
4019,G902388795,Genus,37,0,False
4020,G902388795,Family,31,1,True
4021,G902388795,Class,18,0,False
4022,G902388795,Order,16,0,False
4023,G902388795,Class,14,3,True
4024,G902388795,Class,14,1,True
4025,G902388795,Class,12,2,True
4026,G902388795,Family,10,3,True
4027,G902388795,Family,10,0,False
4028,G902388795,Family,9,2,True
4029,G902388795,Genus,9,1,True
4030,G902388795,Phylum,3,0,False
4031,G902388795,Class,2,4,True
4032,G902388795,Kingdom,2,4,False
4033,G902388795,Genus,2,2,True
4034,G902388795,Class,1,0,True
4035,G003136295,Species,102719,5,False
4036,G003136295,Species,45558,4,False
4037,G003136295,Species,28611,3,False
4038,G003136295,Species,16694,2,False
4039,G003136295,Species,6686,1,False
4040,G003136295,Genus,2855,5,False
4041,G003136295,Class,1914,2,False
4042,G003136295,Genus,1858,4,False
4043,G003136295,Genus,1626,3,False
4044,G003136295,Class,1584,3,False
4045,G003136295,Class,1289,1,False
4046,G003136295,Kingdom,1286,2,True
4047,G003136295,Genus,1218,2,False
4048,G003136295,Class,1170,4,False
4049,G003136295,Kingdom,1161,3,True
4050,G003136295,Kingdom,1150,1,True
4051,G003136295,Class,1149,5,False
4052,G003136295,Family,993,5,False
4053,G003136295,Species,954,0,False
4054,G003136295,Kingdom,886,4,True
4055,G003136295,Kingdom,824,5,True
4056,G003136295,Family,796,4,False
4057,G003136295,Family,750,3,False
4058,G003136295,Genus,721,1,False
4059,G003136295,Family,663,2,False
4060,G003136295,Phylum,535,2,False
4061,G003136295,Kingdom,513,0,True
4062,G003136295,Phylum,501,3,False
4063,G003136295,Order,471,5,False
4064,G003136295,Family,470,1,False
4065,G003136295,Phylum,457,4,False
4066,G003136295,Order,453,3,False
4067,G003136295,Phylum,447,5,False
4068,G003136295,Order,438,4,False
4069,G003136295,Phylum,397,1,False
4070,G003136295,Class,392,0,False
4071,G003136295,Order,365,2,False
4072,G003136295,Order,251,1,False
4073,G003136295,Genus,145,0,False
4074,G003136295,Phylum,123,0,False
4075,G003136295,Family,97,0,False
4076,G003136295,Order,78,0,False
4077,G003136295,Kingdom,4,1,False
4078,G003136295,Kingdom,3,5,False
4079,G003136295,Kingdom,3,3,False
4080,G002134785,Species,67176,5,False
4081,G002134785,Species,54690,4,False
4082,G002134785,Species,45808,3,False
4083,G002134785,Species,31100,2,False
4084,G002134785,Species,12880,1,False
4085,G002134785,Genus,2646,5,False
4086,G002134785,Genus,2443,4,False
4087,G002134785,Genus,2293,3,False
4088,G002134785,Species,1968,0,False
4089,G002134785,Genus,1798,2,False
4090,G002134785,Genus,1196,1,False
4091,G002134785,Class,941,1,True
4092,G002134785,Kingdom,876,5,True
4093,G002134785,Class,798,2,True
4094,G002134785,Family,706,1,False
4095,G002134785,Family,670,2,False
4096,G002134785,Family,662,3,False
4097,G002134785,Family,606,4,False
4098,G002134785,Class,585,3,True
4099,G002134785,Family,529,5,False
4100,G002134785,Class,512,0,True
4101,G002134785,Kingdom,493,4,True
4102,G002134785,Family,461,0,False
4103,G002134785,Kingdom,455,3,True
4104,G002134785,Phylum,455,1,True
4105,G002134785,Kingdom,452,1,True
4106,G002134785,Kingdom,437,2,True
4107,G002134785,Class,374,4,True
4108,G002134785,Genus,372,0,False
4109,G002134785,Phylum,354,2,True
4110,G002134785,Order,325,5,False
4111,G002134785,Order,296,4,False
4112,G002134785,Order,280,3,False
4113,G002134785,Order,280,2,False
4114,G002134785,Kingdom,269,0,True
4115,G002134785,Phylum,261,5,False
4116,G002134785,Class,252,5,True
4117,G002134785,Class,217,5,False
4118,G002134785,Phylum,214,0,True
4119,G002134785,Phylum,212,3,True
4120,G002134785,Phylum,189,4,False
4121,G002134785,Order,175,1,False
4122,G002134785,Class,165,2,False
4123,G002134785,Class,159,3,False
4124,G002134785,Phylum,155,3,False
4125,G002134785,Class,153,4,False
4126,G002134785,Phylum,117,2,False
4127,G002134785,Phylum,104,4,True
4128,G002134785,Class,88,1,False
4129,G002134785,Phylum,71,5,True
4130,G002134785,Phylum,60,1,False
4131,G002134785,Order,40,0,False
4132,G002134785,Class,12,0,False
4133,G002134785,Order,3,2,True
4134,G002134785,Phylum,3,0,False
4135,G002134785,Order,2,5,True
4136,G002134785,Kingdom,1,4,False
4137,G002134785,Order,1,3,True
4138,G002134785,Order,1,1,True
4139,G002134785,Order,1,0,True
4140,G004769145,Species,654428,0,False
4141,G004769145,Species,163156,5,False
4142,G004769145,Species,90760,4,False
4143,G004769145,Species,81659,3,False
4144,G004769145,Species,73758,2,False
4145,G004769145,Species,71234,1,False
4146,G004769145,Class,17493,1,True
4147,G004769145,Class,15546,0,True
4148,G004769145,Order,14634,0,True
4149,G004769145,Class,10752,2,True
4150,G004769145,Genus,5989,2,False
4151,G004769145,Order,5975,1,True
4152,G004769145,Genus,5336,1,False
4153,G004769145,Class,5073,3,True
4154,G004769145,Family,4987,0,True
4155,G004769145,Genus,4611,3,False
4156,G004769145,Genus,4391,5,False
4157,G004769145,Genus,3822,4,False
4158,G004769145,Kingdom,3361,1,True
4159,G004769145,Family,3088,1,False
4160,G004769145,Order,3001,2,True
4161,G004769145,Family,2896,2,False
4162,G004769145,Kingdom,2719,0,True
4163,G004769145,Kingdom,2354,2,True
4164,G004769145,Class,2298,4,True
4165,G004769145,Family,2022,3,False
4166,G004769145,Class,1463,5,True
4167,G004769145,Family,1435,4,False
4168,G004769145,Family,1323,5,False
4169,G004769145,Order,1158,3,True
4170,G004769145,Kingdom,1089,3,True
4171,G004769145,Genus,908,0,False
4172,G004769145,Order,744,2,False
4173,G004769145,Order,739,1,False
4174,G004769145,Kingdom,644,4,True
4175,G004769145,Kingdom,597,5,True
4176,G004769145,Order,518,3,False
4177,G004769145,Phylum,489,1,True
4178,G004769145,Family,478,1,True
4179,G004769145,Order,415,5,False
4180,G004769145,Order,404,4,True
4181,G004769145,Order,393,4,False
4182,G004769145,Phylum,356,0,True
4183,G004769145,Phylum,313,3,False
4184,G004769145,Phylum,313,1,False
4185,G004769145,Phylum,300,2,False
4186,G004769145,Phylum,297,2,True
4187,G004769145,Phylum,268,5,False
4188,G004769145,Class,263,2,False
4189,G004769145,Class,239,3,False
4190,G004769145,Class,238,5,False
4191,G004769145,Phylum,236,4,False
4192,G004769145,Family,201,0,False
4193,G004769145,Class,195,4,False
4194,G004769145,Class,172,1,False
4195,G004769145,Order,170,5,True
4196,G004769145,Phylum,143,3,True
4197,G004769145,Family,142,2,True
4198,G004769145,Family,67,3,True
4199,G004769145,Phylum,49,5,True
4200,G004769145,Phylum,48,4,True
4201,G004769145,Order,44,0,False
4202,G004769145,Family,20,5,True
4203,G004769145,Family,16,4,True
4204,G004769145,Phylum,13,0,False
4205,G004769145,Genus,8,1,True
4206,G004769145,Class,7,0,False
4207,G004769145,Kingdom,4,2,False
4208,G004769145,Kingdom,2,5,False
4209,G004769145,Genus,2,3,True
4210,G004769145,Genus,1,4,True
4211,G002360325,Species,88510,2,False
4212,G002360325,Species,83912,3,False
4213,G002360325,Species,81166,1,False
4214,G002360325,Species,79274,5,False
4215,G002360325,Species,75336,4,False
4216,G002360325,Species,53358,0,False
4217,G002360325,Genus,3272,5,False
4218,G002360325,Genus,2851,4,False
4219,G002360325,Genus,2555,3,False
4220,G002360325,Genus,2069,0,True
4221,G002360325,Genus,2050,2,False
4222,G002360325,Genus,1144,1,False
4223,G002360325,Kingdom,830,5,True
4224,G002360325,Genus,677,1,True
4225,G002360325,Order,676,2,True
4226,G002360325,Family,653,0,True
4227,G002360325,Order,644,1,True
4228,G002360325,Kingdom,568,4,True
4229,G002360325,Family,548,3,False
4230,G002360325,Kingdom,533,2,True
4231,G002360325,Family,529,5,False
4232,G002360325,Order,524,0,True
4233,G002360325,Family,503,4,False
4234,G002360325,Kingdom,499,3,True
4235,G002360325,Family,492,2,False
4236,G002360325,Kingdom,465,1,True
4237,G002360325,Family,444,1,False
4238,G002360325,Family,388,1,True
4239,G002360325,Order,360,3,True
4240,G002360325,Phylum,351,5,False
4241,G002360325,Order,342,5,False
4242,G002360325,Order,314,4,False
4243,G002360325,Class,309,5,False
4244,G002360325,Kingdom,286,0,True
4245,G002360325,Genus,270,2,True
4246,G002360325,Order,256,4,True
4247,G002360325,Class,249,4,False
4248,G002360325,Class,246,1,True
4249,G002360325,Order,241,2,False
4250,G002360325,Order,228,3,False
4251,G002360325,Order,212,5,True
4252,G002360325,Class,209,3,False
4253,G002360325,Phylum,197,4,False
4254,G002360325,Class,182,2,True
4255,G002360325,Genus,181,0,False
4256,G002360325,Family,176,2,True
4257,G002360325,Class,176,2,False
4258,G002360325,Class,170,0,True
4259,G002360325,Phylum,156,2,False
4260,G002360325,Phylum,152,3,True
4261,G002360325,Phylum,147,3,False
4262,G002360325,Phylum,145,2,True
4263,G002360325,Genus,143,3,True
4264,G002360325,Phylum,131,1,True
4265,G002360325,Family,126,0,False
4266,G002360325,Order,118,1,False
4267,G002360325,Phylum,111,1,False
4268,G002360325,Class,110,1,False
4269,G002360325,Phylum,99,5,True
4270,G002360325,Phylum,98,0,True
4271,G002360325,Phylum,94,4,True
4272,G002360325,Class,77,3,True
4273,G002360325,Genus,57,4,True
4274,G002360325,Family,43,3,True
4275,G002360325,Family,40,4,True
4276,G002360325,Genus,29,5,True
4277,G002360325,Class,24,4,True
4278,G002360325,Order,24,0,False
4279,G002360325,Class,18,5,True
4280,G002360325,Phylum,18,0,False
4281,G002360325,Class,16,0,False
4282,G002360325,Family,9,5,True
4283,G012838785,Family,1169484,0,True
4284,G012838785,Family,59690,1,True
4285,G012838785,Species,51981,5,False
4286,G012838785,Species,36401,4,False
4287,G012838785,Species,34338,0,False
4288,G012838785,Species,26226,3,False
4289,G012838785,Species,23605,1,False
4290,G012838785,Species,16549,0,True
4291,G012838785,Species,15897,2,False
4292,G012838785,Species,8754,1,True
4293,G012838785,Genus,3724,5,False
4294,G012838785,Genus,3136,4,False
4295,G012838785,Family,2962,2,True
4296,G012838785,Genus,2758,3,False
4297,G012838785,Genus,1784,2,False
4298,G012838785,Species,956,2,True
4299,G012838785,Genus,874,1,False
4300,G012838785,Kingdom,820,5,True
4301,G012838785,Family,763,3,True
4302,G012838785,Order,758,0,True
4303,G012838785,Phylum,660,4,True
4304,G012838785,Phylum,594,3,True
4305,G012838785,Phylum,579,0,True
4306,G012838785,Phylum,576,5,True
4307,G012838785,Family,527,4,True
4308,G012838785,Kingdom,493,4,True
4309,G012838785,Family,452,5,True
4310,G012838785,Family,438,4,False
4311,G012838785,Phylum,433,2,True
4312,G012838785,Kingdom,391,2,True
4313,G012838785,Family,389,3,False
4314,G012838785,Kingdom,362,3,True
4315,G012838785,Kingdom,355,0,True
4316,G012838785,Phylum,344,1,True
4317,G012838785,Family,341,5,False
4318,G012838785,Kingdom,328,1,True
4319,G012838785,Family,261,2,False
4320,G012838785,Order,242,1,True
4321,G012838785,Order,204,5,False
4322,G012838785,Class,193,5,False
4323,G012838785,Class,176,4,False
4324,G012838785,Phylum,173,5,False
4325,G012838785,Order,161,4,False
4326,G012838785,Family,161,1,False
4327,G012838785,Genus,156,0,False
4328,G012838785,Class,154,3,False
4329,G012838785,Order,137,3,False
4330,G012838785,Order,133,2,True
4331,G012838785,Phylum,109,3,False
4332,G012838785,Order,105,2,False
4333,G012838785,Order,97,3,True
4334,G012838785,Species,87,3,True
4335,G012838785,Phylum,81,4,False
4336,G012838785,Phylum,80,2,False
4337,G012838785,Order,78,4,True
4338,G012838785,Phylum,67,1,False
4339,G012838785,Class,61,1,False
4340,G012838785,Class,58,2,False
4341,G012838785,Order,58,1,False
4342,G012838785,Order,39,5,True
4343,G012838785,Order,23,0,False
4344,G012838785,Species,14,4,True
4345,G012838785,Species,12,5,True
4346,G012838785,Family,10,0,False
4347,G012838785,Genus,5,0,True
4348,G012838785,Class,4,1,True
4349,G012838785,Genus,3,1,True
4350,G012838785,Class,3,0,True
4351,G012838785,Genus,2,5,True
4352,G012838785,Class,2,0,False
4353,G012838785,Class,1,4,True
4354,G005240015,Species,171026,5,False
4355,G005240015,Species,85656,4,False
4356,G005240015,Species,64254,3,False
4357,G005240015,Species,49004,2,False
4358,G005240015,Species,25538,1,False
4359,G005240015,Genus,4618,5,False
4360,G005240015,Species,4597,0,False
4361,G005240015,Class,3665,1,True
4362,G005240015,Genus,3025,4,False
4363,G005240015,Genus,2989,3,False
4364,G005240015,Genus,2905,2,False
4365,G005240015,Class,2807,2,True
4366,G005240015,Family,2760,2,False
4367,G005240015,Phylum,2662,1,True
4368,G005240015,Family,2448,1,False
4369,G005240015,Order,2251,2,False
4370,G005240015,Family,2180,3,False
4371,G005240015,Order,2100,1,False
4372,G005240015,Genus,2085,1,False
4373,G005240015,Kingdom,2065,1,True
4374,G005240015,Kingdom,1956,2,True
4375,G005240015,Phylum,1943,2,True
4376,G005240015,Family,1807,4,False
4377,G005240015,Family,1794,5,False
4378,G005240015,Class,1739,0,True
4379,G005240015,Class,1447,3,True
4380,G005240015,Order,1301,3,False
4381,G005240015,Phylum,1159,0,True
4382,G005240015,Kingdom,1153,3,True
4383,G005240015,Phylum,1068,3,True
4384,G005240015,Class,1026,5,False
4385,G005240015,Class,985,2,False
4386,G005240015,Class,937,3,False
4387,G005240015,Order,887,4,False
4388,G005240015,Order,838,5,False
4389,G005240015,Kingdom,832,5,True
4390,G005240015,Order,800,0,False
4391,G005240015,Kingdom,786,4,True
4392,G005240015,Family,783,0,False
4393,G005240015,Class,773,4,False
4394,G005240015,Class,732,1,False
4395,G005240015,Kingdom,716,0,True
4396,G005240015,Class,687,4,True
4397,G005240015,Genus,578,0,False
4398,G005240015,Phylum,522,4,True
4399,G005240015,Phylum,374,5,True
4400,G005240015,Class,353,5,True
4401,G005240015,Phylum,241,5,False
4402,G005240015,Phylum,177,4,False
4403,G005240015,Class,157,0,False
4404,G005240015,Phylum,131,3,False
4405,G005240015,Phylum,100,2,False
4406,G005240015,Phylum,70,1,False
4407,G005240015,Phylum,25,0,False
4408,G005240015,Species,2,5,True
4409,G005240015,Kingdom,2,5,False
4410,G005240015,Species,1,4,True
4411,G005240015,Species,1,3,True
4412,G005240015,Family,1,1,True
4413,G002337775,Species,538137,0,False
4414,G002337775,Genus,236840,0,True
4415,G002337775,Species,183338,1,False
4416,G002337775,Species,73124,2,False
4417,G002337775,Genus,68345,1,True
4418,G002337775,Species,45765,5,False
4419,G002337775,Species,44794,3,False
4420,G002337775,Species,37978,4,False
4421,G002337775,Genus,27300,2,True
4422,G002337775,Genus,10344,3,True
4423,G002337775,Genus,3327,4,True
4424,G002337775,Genus,1899,5,False
4425,G002337775,Phylum,1250,0,True
4426,G002337775,Genus,1201,4,False
4427,G002337775,Genus,966,3,False
4428,G002337775,Genus,953,5,True
4429,G002337775,Genus,826,2,False
4430,G002337775,Family,824,0,True
4431,G002337775,Phylum,672,1,True
4432,G002337775,Kingdom,602,0,True
4433,G002337775,Kingdom,567,5,True
4434,G002337775,Genus,435,1,False
4435,G002337775,Kingdom,385,1,True
4436,G002337775,Phylum,380,2,True
4437,G002337775,Family,336,1,True
4438,G002337775,Family,314,3,False
4439,G002337775,Family,288,5,False
4440,G002337775,Family,287,4,False
4441,G002337775,Kingdom,274,2,True
4442,G002337775,Family,270,2,False
4443,G002337775,Phylum,261,3,True
4444,G002337775,Kingdom,239,4,True
4445,G002337775,Phylum,218,4,True
4446,G002337775,Kingdom,204,3,True
4447,G002337775,Phylum,194,5,True
4448,G002337775,Family,177,2,True
4449,G002337775,Family,174,1,False
4450,G002337775,Order,154,5,False
4451,G002337775,Class,154,5,False
4452,G002337775,Phylum,98,5,False
4453,G002337775,Order,95,3,False
4454,G002337775,Class,89,4,False
4455,G002337775,Family,87,3,True
4456,G002337775,Order,84,4,False
4457,G002337775,Class,74,3,False
4458,G002337775,Order,70,2,False
4459,G002337775,Class,63,2,False
4460,G002337775,Phylum,53,4,False
4461,G002337775,Order,53,1,False
4462,G002337775,Family,43,4,True
4463,G002337775,Phylum,42,3,False
4464,G002337775,Class,41,1,False
4465,G002337775,Phylum,34,2,False
4466,G002337775,Phylum,31,1,False
4467,G002337775,Class,30,4,True
4468,G002337775,Class,24,5,True
4469,G002337775,Order,23,5,True
4470,G002337775,Family,20,0,False
4471,G002337775,Genus,19,0,False
4472,G002337775,Order,16,3,True
4473,G002337775,Order,16,0,False
4474,G002337775,Order,13,4,True
4475,G002337775,Family,12,5,True
4476,G002337775,Class,12,3,True
4477,G002337775,Class,8,2,True
4478,G002337775,Class,7,1,True
4479,G002337775,Order,6,2,True
4480,G002337775,Class,5,0,True
4481,G002337775,Phylum,5,0,False
4482,G002337775,Order,4,1,True
4483,G002337775,Kingdom,1,3,False
4484,G002784125,Species,78120,5,False
4485,G002784125,Species,52928,2,False
4486,G002784125,Species,47403,3,False
4487,G002784125,Species,47100,1,False
4488,G002784125,Species,46568,4,False
4489,G002784125,Species,24920,0,False
4490,G002784125,Genus,3165,5,False
4491,G002784125,Genus,1652,4,False
4492,G002784125,Kingdom,1557,5,True
4493,G002784125,Genus,1396,3,False
4494,G002784125,Genus,984,2,False
4495,G002784125,Kingdom,645,4,True
4496,G002784125,Family,553,5,False
4497,G002784125,Genus,501,1,False
4498,G002784125,Family,487,3,False
4499,G002784125,Family,460,2,False
4500,G002784125,Phylum,458,1,True
4501,G002784125,Phylum,450,5,True
4502,G002784125,Phylum,427,2,True
4503,G002784125,Family,417,4,False
4504,G002784125,Kingdom,414,2,True
4505,G002784125,Kingdom,404,3,True
4506,G002784125,Phylum,393,0,True
4507,G002784125,Family,381,1,False
4508,G002784125,Phylum,379,4,True
4509,G002784125,Order,376,5,False
4510,G002784125,Class,370,5,False
4511,G002784125,Kingdom,358,1,True
4512,G002784125,Phylum,347,3,True
4513,G002784125,Phylum,265,5,False
4514,G002784125,Class,196,4,False
4515,G002784125,Order,185,4,False
4516,G002784125,Genus,176,0,False
4517,G002784125,Class,162,3,False
4518,G002784125,Family,161,0,False
4519,G002784125,Class,151,2,False
4520,G002784125,Kingdom,149,0,True
4521,G002784125,Phylum,132,4,False
4522,G002784125,Order,127,3,False
4523,G002784125,Order,118,1,False
4524,G002784125,Order,110,2,False
4525,G002784125,Phylum,105,3,False
4526,G002784125,Order,101,1,True
4527,G002784125,Phylum,98,2,False
4528,G002784125,Phylum,92,1,False
4529,G002784125,Order,77,0,True
4530,G002784125,Class,67,1,False
4531,G002784125,Order,53,3,True
4532,G002784125,Order,48,2,True
4533,G002784125,Phylum,37,0,False
4534,G002784125,Order,21,0,False
4535,G002784125,Order,18,4,True
4536,G002784125,Class,18,0,False
4537,G002784125,Family,15,2,True
4538,G002784125,Order,10,5,True
4539,G002784125,Class,4,4,True
4540,G002784125,Family,4,3,True
4541,G002784125,Class,3,2,True
4542,G002784125,Class,3,1,True
4543,G002784125,Family,2,4,True
4544,G002784125,Family,2,1,True
4545,G002784125,Class,1,3,True
4546,G002784125,Class,1,0,True
4547,G004307455,Species,69045,5,False
4548,G004307455,Species,50395,4,False
4549,G004307455,Species,41238,3,False
4550,G004307455,Species,26637,2,False
4551,G004307455,Species,11508,1,False
4552,G004307455,Genus,2938,5,False
4553,G004307455,Genus,2405,4,False
4554,G004307455,Species,2317,0,False
4555,G004307455,Genus,2178,3,False
4556,G004307455,Genus,1787,2,False
4557,G004307455,Genus,1211,1,False
4558,G004307455,Kingdom,1056,1,True
4559,G004307455,Kingdom,1017,5,True
4560,G004307455,Phylum,1008,0,True
4561,G004307455,Phylum,997,1,True
4562,G004307455,Family,886,2,False
4563,G004307455,Kingdom,885,0,True
4564,G004307455,Family,786,1,False
4565,G004307455,Family,754,3,False
4566,G004307455,Kingdom,688,2,True
4567,G004307455,Phylum,627,2,True
4568,G004307455,Family,612,4,False
4569,G004307455,Family,601,5,False
4570,G004307455,Phylum,595,3,True
4571,G004307455,Kingdom,555,4,True
4572,G004307455,Kingdom,549,3,True
4573,G004307455,Family,486,0,True
4574,G004307455,Phylum,472,5,True
4575,G004307455,Order,466,0,True
4576,G004307455,Phylum,413,4,True
4577,G004307455,Genus,401,0,False
4578,G004307455,Class,348,5,False
4579,G004307455,Family,300,0,False
4580,G004307455,Class,296,4,False
4581,G004307455,Order,289,5,False
4582,G004307455,Class,274,2,False
4583,G004307455,Class,260,3,False
4584,G004307455,Order,254,1,True
4585,G004307455,Order,250,4,False
4586,G004307455,Family,229,1,True
4587,G004307455,Class,227,1,False
4588,G004307455,Order,204,1,False
4589,G004307455,Phylum,201,5,False
4590,G004307455,Phylum,200,1,False
4591,G004307455,Order,184,2,False
4592,G004307455,Order,175,3,False
4593,G004307455,Phylum,152,2,False
4594,G004307455,Phylum,112,4,False
4595,G004307455,Order,93,2,True
4596,G004307455,Family,77,2,True
4597,G004307455,Phylum,76,3,False
4598,G004307455,Family,68,3,True
4599,G004307455,Order,43,3,True
4600,G004307455,Order,37,0,False
4601,G004307455,Class,32,0,False
4602,G004307455,Family,27,4,True
4603,G004307455,Phylum,24,0,False
4604,G004307455,Order,21,4,True
4605,G004307455,Family,17,5,True
4606,G004307455,Class,10,0,True
4607,G004307455,Class,5,4,True
4608,G004307455,Class,4,1,True
4609,G004307455,Class,3,3,True
4610,G004307455,Class,3,2,True
4611,G004307455,Order,2,5,True
4612,G004307455,Kingdom,1,4,False
4613,G002416045,Species,102937,5,False
4614,G002416045,Species,101565,3,False
4615,G002416045,Species,94857,2,False
4616,G002416045,Species,93726,4,False
4617,G002416045,Species,59110,1,False
4618,G002416045,Species,19590,0,False
4619,G002416045,Family,15257,1,True
4620,G002416045,Family,14979,0,True
4621,G002416045,Family,10830,2,True
4622,G002416045,Family,5267,3,True
4623,G002416045,Class,3152,1,True
4624,G002416045,Class,2531,2,True
4625,G002416045,Genus,2266,2,False
4626,G002416045,Family,2181,4,True
4627,G002416045,Genus,2171,5,False
4628,G002416045,Genus,2089,3,False
4629,G002416045,Genus,1907,4,False
4630,G002416045,Genus,1831,1,False
4631,G002416045,Class,1571,0,True
4632,G002416045,Phylum,1357,1,True
4633,G002416045,Class,1292,3,True
4634,G002416045,Phylum,1155,2,True
4635,G002416045,Kingdom,850,2,True
4636,G002416045,Kingdom,792,1,True
4637,G002416045,Family,790,5,True
4638,G002416045,Phylum,718,3,True
4639,G002416045,Family,640,3,False
4640,G002416045,Family,635,2,False
4641,G002416045,Family,614,5,False
4642,G002416045,Class,610,4,True
4643,G002416045,Kingdom,588,3,True
4644,G002416045,Order,588,2,False
4645,G002416045,Genus,575,0,False
4646,G002416045,Family,557,4,False
4647,G002416045,Phylum,554,0,True
4648,G002416045,Order,534,3,False
4649,G002416045,Kingdom,477,5,True
4650,G002416045,Order,434,1,False
4651,G002416045,Order,428,4,False
4652,G002416045,Kingdom,420,4,True
4653,G002416045,Phylum,399,4,True
4654,G002416045,Class,392,5,False
4655,G002416045,Class,371,3,False
4656,G002416045,Family,370,1,False
4657,G002416045,Class,352,2,False
4658,G002416045,Order,351,5,False
4659,G002416045,Class,326,4,False
4660,G002416045,Class,273,5,True
4661,G002416045,Kingdom,261,0,True
4662,G002416045,Phylum,220,5,True
4663,G002416045,Class,208,1,False
4664,G002416045,Phylum,192,5,False
4665,G002416045,Order,86,0,False
4666,G002416045,Order,66,1,True
4667,G002416045,Phylum,62,4,False
4668,G002416045,Phylum,62,3,False
4669,G002416045,Order,60,2,True
4670,G002416045,Order,56,0,True
4671,G002416045,Family,54,0,False
4672,G002416045,Order,37,3,True
4673,G002416045,Class,37,0,False
4674,G002416045,Genus,30,2,True
4675,G002416045,Phylum,29,2,False
4676,G002416045,Phylum,25,1,False
4677,G002416045,Genus,16,3,True
4678,G002416045,Genus,16,1,True
4679,G002416045,Order,13,5,True
4680,G002416045,Order,13,4,True
4681,G002416045,Genus,7,0,True
4682,G002416045,Phylum,7,0,False
4683,G002416045,Genus,4,4,True
4684,G002416045,Kingdom,3,5,False
4685,G002416045,Genus,2,5,True
4686,G002452525,Species,66456,5,False
4687,G002452525,Species,53444,3,False
4688,G002452525,Species,53336,4,False
4689,G002452525,Species,50750,2,False
4690,G002452525,Species,42627,1,False
4691,G002452525,Species,28480,0,False
4692,G002452525,Genus,3658,0,True
4693,G002452525,Genus,2535,5,False
4694,G002452525,Genus,1653,4,False
4695,G002452525,Genus,1315,3,False
4696,G002452525,Genus,1221,1,True
4697,G002452525,Kingdom,1043,5,True
4698,G002452525,Genus,843,2,False
4699,G002452525,Kingdom,583,4,True
4700,G002452525,Kingdom,463,3,True
4701,G002452525,Family,455,5,False
4702,G002452525,Genus,390,1,False
4703,G002452525,Genus,375,2,True
4704,G002452525,Phylum,369,5,False
4705,G002452525,Family,354,4,False
4706,G002452525,Kingdom,349,2,True
4707,G002452525,Class,327,5,False
4708,G002452525,Family,316,3,False
4709,G002452525,Order,255,5,True
4710,G002452525,Order,250,3,True
4711,G002452525,Phylum,230,4,False
4712,G002452525,Order,226,4,True
4713,G002452525,Order,218,5,False
4714,G002452525,Family,208,2,False
4715,G002452525,Class,205,4,False
4716,G002452525,Order,199,1,True
4717,G002452525,Class,189,3,False
4718,G002452525,Genus,188,0,False
4719,G002452525,Order,178,2,True
4720,G002452525,Order,177,0,True
4721,G002452525,Order,172,3,False
4722,G002452525,Phylum,170,3,False
4723,G002452525,Order,160,4,False
4724,G002452525,Kingdom,148,1,True
4725,G002452525,Phylum,127,3,True
4726,G002452525,Phylum,125,1,True
4727,G002452525,Genus,123,3,True
4728,G002452525,Phylum,117,2,False
4729,G002452525,Phylum,115,4,True
4730,G002452525,Phylum,115,2,True
4731,G002452525,Class,103,2,False
4732,G002452525,Phylum,100,0,True
4733,G002452525,Family,99,0,True
4734,G002452525,Phylum,96,5,True
4735,G002452525,Family,91,1,False
4736,G002452525,Order,84,2,False
4737,G002452525,Kingdom,59,0,True
4738,G002452525,Class,53,1,False
4739,G002452525,Phylum,50,1,False
4740,G002452525,Order,48,1,False
4741,G002452525,Family,33,1,True
4742,G002452525,Genus,30,4,True
4743,G002452525,Family,30,0,False
4744,G002452525,Class,28,0,False
4745,G002452525,Order,23,0,False
4746,G002452525,Class,18,3,True
4747,G002452525,Class,17,1,True
4748,G002452525,Class,14,0,True
4749,G002452525,Class,7,2,True
4750,G002452525,Family,6,3,True
4751,G002452525,Class,5,4,True
4752,G002452525,Class,3,5,True
4753,G002452525,Family,3,2,True
4754,G002452525,Phylum,3,0,False
4755,G002452525,Genus,2,5,True
4756,G002774635,Species,56627,5,False
4757,G002774635,Species,30201,4,False
4758,G002774635,Species,19057,3,False
4759,G002774635,Species,10102,2,False
4760,G002774635,Kingdom,6470,5,True
4761,G002774635,Kingdom,6243,4,True
4762,G002774635,Kingdom,5110,3,True
4763,G002774635,Kingdom,3743,2,True
4764,G002774635,Species,3598,1,False
4765,G002774635,Genus,2288,5,False
4766,G002774635,Kingdom,2177,1,True
4767,G002774635,Genus,1343,4,False
4768,G002774635,Kingdom,1157,0,True
4769,G002774635,Genus,847,3,False
